,Objective,Dims,Mutation,Crossover,ParentSel,SurvSel,Nexecs,PopSize,ExecTime,fitness
250,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0019991690000003004,1635.5953534280038
251,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.001520396999999285,11.68924214047706
252,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015289780000005138,154.70156288158893
253,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.001562235999999828,296.6222306162332
254,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0017786070000003207,148.0469208713327
255,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.001698633999999366,158.31146656375125
256,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015437870000001297,512.6237275739571
257,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0017798720000001822,113.23730604973491
258,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.00161733499999972,952.4625348589509
259,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015235320000002162,719.91208306468
260,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015658410000005674,72.03970593965443
261,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.00188597200000018,6.916029630301432
262,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015611839999998267,100.0745698955967
263,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016786299999997922,634.1419726316102
264,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0017851480000006248,722.4969121622432
265,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015188429999994923,292.8838722018534
266,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.001513435999999757,833.7272153136765
267,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.001514783000000186,21.922575126540302
268,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016068080000000151,1016.9695226166175
269,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015911389999994086,572.2731220966607
270,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.001635560999999619,637.4978098921442
271,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0019524070000001004,927.3514128465691
272,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.001862548000000075,175.38353600814767
273,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.001513899999999957,886.3622865808519
274,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.001534487000000695,1100.9063847438474
275,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015307509999997748,854.5096614708864
276,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016211639999994532,197.79695421129392
277,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016114319999998017,457.9388567808552
278,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0018306360000002186,335.6450392397986
279,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.001763554000000056,257.1715928526191
280,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.001610879999999426,1016.7680970068749
281,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0017950899999998882,519.2479937709838
282,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0017098429999995446,505.7750870789763
283,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016553090000002157,1264.7980410165094
284,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0019261620000001756,368.3695428477571
285,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016275569999999462,1212.3479093737224
286,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015217889999998846,136.31223154036076
287,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015272120000000555,369.33953631185796
288,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016196680000000185,427.3167411939914
289,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.001584244999999207,351.3714480479668
290,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.001684293000000281,450.22927551368304
291,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.002101948000000853,578.6943278035642
292,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015445669999998302,490.4882800075291
293,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015212099999999396,415.8508080538937
294,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015786939999999916,620.0095133445113
295,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016563149999999638,414.4871129268706
296,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015930050000001472,264.57399931706357
297,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0023629660000006325,471.40392914295444
298,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016448779999995722,442.7424784422687
299,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015427739999998025,230.1459327588348
300,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015312480000000406,529.6943298980951
301,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016908329999996141,688.2902043560218
302,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016476299999999,1107.4016491444854
303,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016454770000002839,1067.68008749425
304,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0017387920000002666,428.4805602146433
305,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0019107859999998311,1117.338004271934
306,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016093609999998648,138.09072941071054
307,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015779739999999265,946.7997693816003
308,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.001530555000000433,779.7645431390391
309,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.001640068000000383,119.55569176619886
310,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0017390639999996793,192.08424862504978
311,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.001809480000000363,1743.7319415897607
312,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016850389999998328,1245.9778153277384
313,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016049570000005176,376.95045824936085
314,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015658250000001317,938.4217959229625
315,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0017263860000005238,1121.7938092699849
316,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016158209999996842,823.7685402359543
317,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.001898997000000513,203.04251189058797
318,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0018118999999998664,698.2835325321566
319,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.001530725000000288,224.81943100310178
320,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.001528009999999469,1885.4001771088024
321,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015972359999993913,72.52452832268743
322,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0017128280000004992,493.47531111651114
323,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015942380000000256,676.3372886392993
324,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0017732400000003423,352.6360302327197
325,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0017478890000006686,550.1795664003453
326,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016643800000002429,393.62236606745023
327,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015893209999999769,759.4293600608792
328,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.001533096000000178,515.33865055472
329,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016959469999999754,146.81974392168848
330,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016380930000003957,504.82227294855886
331,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016283480000005568,170.3897312662378
332,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0017243819999999133,1006.4672036535848
333,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015489789999998393,916.4031412334406
334,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016223619999999883,509.84244469384305
335,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015916770000004021,346.4750578836125
336,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0017515489999997413,93.28939487155037
337,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015973489999998591,436.2512144206875
338,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.00172034299999968,380.2483271604889
339,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016864280000001841,269.6125851110122
340,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015621430000001268,957.4008876518412
341,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015306329999997814,500.9218793674347
342,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015328980000006709,1356.2671658041215
343,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016687940000004176,363.6157896509679
344,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0017330370000001594,1031.0159997557355
345,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.00191944499999952,285.22319874390854
346,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015539840000000638,721.980719746472
347,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015667979999998138,44.272122015723816
348,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.001520872000000395,1770.1295868168272
349,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015308980000003913,1518.6033857095497
350,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016741019999999551,1125.8480979512615
351,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.001664785000000002,910.6772141649653
352,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0018831959999996428,195.02986707747567
353,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015494849999999616,1374.240410408124
354,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015245850000003003,480.38592374367255
355,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015293979999997376,477.1134257231388
356,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015509829999995617,465.10864897628915
357,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016319290000001985,765.1689540509541
358,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015178899999996887,502.0418089272019
359,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0017333989999999133,1389.1294083107298
360,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016836140000000555,543.5679176886363
361,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015308059999998846,239.19208657127442
362,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.001505169000000528,1536.3580974558413
363,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.001517757999999425,205.14692995180405
364,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015617710000004337,453.33368621531264
365,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015995819999998773,920.7377283144112
366,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016502999999996604,511.1841822689902
367,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016984039999998757,908.3492832378289
368,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015474870000007357,587.8024940960328
369,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.001525154000000306,353.5029295880178
370,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015645439999998345,684.3034089662003
371,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016220000000002344,797.8033359929335
372,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016198420000002045,542.0496400782305
373,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0019155450000001295,572.486501096042
374,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016721710000000556,929.0763865117162
375,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.001527706000000073,396.40024729351023
376,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015670050000000657,862.5874409977921
377,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015939480000000117,81.21012221270242
378,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016289220000000881,178.29794257926514
379,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015884469999996043,169.5520025920103
380,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0017202879999995702,976.9566331535257
381,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016477919999999813,161.04437538378767
382,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016653900000003219,1115.8527086664874
383,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016050569999999098,1118.1586780694533
384,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016509110000004767,1464.515157307603
385,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015258569999998528,539.7599568972988
386,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.001621082000000662,299.7481529298592
387,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0019004640000002126,968.2375644442527
388,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015453440000001706,523.2306823305803
389,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015705580000000552,385.74037641485637
390,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016044529999996726,478.867477033476
391,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0017521139999994162,807.0908322512255
392,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016019900000001641,163.62122004176166
393,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0017931959999994973,296.1055110374947
394,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0018020540000005525,333.6702262153898
395,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.001518735999999521,178.3767596897457
396,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0014889669999993416,519.5981569143577
397,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015797739999996452,1836.7242597333661
398,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016458280000000158,727.1605665085357
399,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016122940000000696,31.751377716746635
400,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0019139749999999012,641.783239833183
401,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.001588342999999881,362.6141325661614
402,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015132070000003495,291.913525622353
403,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015066770000000673,412.6874001343023
404,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0014999929999994777,1138.0275791757665
405,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.001487377000000123,1299.84919573887
406,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016490249999998596,721.1590471155769
407,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016299919999998025,1159.4473701847446
408,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0017256640000002932,1053.4461689242228
409,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015245150000007257,712.7076789690868
410,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.001538541000000393,481.7748983130026
411,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015469920000006354,865.0159912422718
412,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015316670000000698,257.04722829780735
413,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016429220000002687,1365.2909204679154
414,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0017631360000001095,1621.2917710135464
415,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.001800256000000111,1566.3498265864584
416,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015242390000000938,426.17313423435
417,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015130809999996941,558.5341816626295
418,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015276029999995444,978.7830472584061
419,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015929919999999598,637.3026120812965
420,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015218189999997023,789.0174498936527
421,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0017518869999992859,564.783193146585
422,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0018770510000001295,1861.773977313113
423,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015929889999997116,537.2434195120326
424,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015016490000006044,557.9145373002342
425,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.001557723000000344,421.59966097637033
426,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016781579999998186,1448.3791556863814
427,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016378719999998737,670.0074154048009
428,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.002126304999999995,1165.0537309752324
429,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.002317208000000015,625.0886715837305
430,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015687619999997793,1425.835775779574
431,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016538449999998761,536.9482119797633
432,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016224229999997064,1364.7960518725222
433,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0017079219999995843,698.5018741782727
434,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0018003159999997465,574.6861053550522
435,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0018895840000006103,473.8523165792266
436,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.001601408000000859,612.5435950490266
437,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0014983059999993387,1217.5178827593122
438,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0014855169999998807,369.8460596136363
439,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016556720000000524,1174.8626352459146
440,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0017174329999996019,437.9355157849385
441,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.001864613999999598,510.17977917135903
442,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0018333769999996363,403.7335193706265
443,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015051619999999488,452.7498003747563
444,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016069039999999646,1669.0304333925653
445,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015830699999996867,528.0670918083206
446,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015369830000002693,693.3645641140787
447,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016836649999998343,196.42045706120365
448,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0018676669999999618,1166.2553407426617
449,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.001697002000000225,326.5753364632093
450,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0014996910000002472,912.5389627373673
451,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015248409999992774,446.670945897745
452,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016386099999996517,916.4502435330226
453,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016644600000006449,250.80707109440024
454,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0018824110000004168,510.8150624589164
455,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0018527499999994035,731.9076242529552
456,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015732260000005382,241.04977926485495
457,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.00151202500000025,400.0795370533545
458,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015940419999997957,740.5778096866321
459,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015227439999998538,824.7840067938456
460,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.001613562999999374,373.4192898754506
461,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0017014409999998037,514.5667320762982
462,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0020335419999994997,1003.1117234890783
463,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016076219999998642,1333.9057657593412
464,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.001554858999999631,514.837290313662
465,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015164619999996631,595.6632076693227
466,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0017561470000000412,705.1383706446974
467,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016100999999997256,2248.7667431328064
468,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0018019080000000187,1124.6141429061643
469,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0017426690000004186,816.7215519126082
470,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015779629999999045,641.2911372693843
471,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015726540000002842,288.0165788096955
472,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015542029999995322,935.2198347904828
473,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016301330000008107,742.186461846522
474,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0019222320000000792,351.75507053579537
475,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.00219097499999954,76.07638985401827
476,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015510819999997594,671.2233847755086
477,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015417129999999446,408.4429704724686
478,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.001601560000000113,627.8865393420689
479,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015188290000001103,172.59397636794824
480,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016484260000000361,389.2853954349106
481,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0019354390000003718,32.47026782878291
482,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0022340789999999444,128.02138500948683
483,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016388979999995001,479.82968049534315
484,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015718290000004131,114.12411878585331
485,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015203779999994893,343.8719864151992
486,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0017349539999997887,1048.860616097525
487,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.001766101999999492,796.4863669679168
488,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.002075411999999943,627.1786797488181
489,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0017361839999994189,71.5430163791042
490,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0019194469999996855,574.3869117909869
491,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015661920000002993,167.11256654194244
492,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016726160000004597,355.27507241262435
493,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0017172349999992065,163.52784723122926
494,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0022046930000003684,691.8499719062941
495,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0022245410000003574,168.5778773267114
496,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0016280329999993626,252.46566494989526
497,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0015948559999996448,452.07083673338025
498,SPHERE,3,gaussmut,onepoint,best,elitism,100,100,0.0018517760000005268,207.52564453080643
